length,elec1,elec2,elec3,elec4,elec5
00:00,3.194594594594591,7.123166023166023,3.724204633204632,7.45413127413127,0.3652123552123553
00:30,3.2136015325670466,7.350804597701152,3.4890153256704997,7.108352490421453,0.36084291187739453
01:00,3.1998084291187743,7.41111111111111,3.383126436781608,6.873333333333334,0.3519157088122606
01:30,3.2003831417624524,7.4511877394636,3.4425210727969353,6.808735632183915,0.3486973180076629
02:00,3.1886973180076645,7.469272030651344,3.5039157088122597,6.7825287356321855,0.34536398467432944
02:30,3.1758620689655186,7.44919540229885,3.4916551724137945,6.778467432950202,0.3447126436781609
03:00,3.2067049808429133,7.453639846743294,3.5258850574712652,6.754406130268197,0.34547892720306517
03:30,3.1823754789272045,7.4703448275862065,3.611344827586207,6.880555555555557,0.34697318007662836
04:00,3.2013409961685833,7.474559386973183,3.5417892720306505,6.887011494252874,0.34540229885057466
04:30,3.163984674329502,7.58306513409962,3.470850574712643,7.056321839080458,0.4455172413793105
05:00,3.190229885057471,7.556321839080461,3.491681992337166,7.08630268199234,0.47762452107279696
05:30,3.1900383141762454,7.764904214559383,3.848145593869735,7.1005555555555615,0.5333333333333333
06:00,3.4490421455938685,8.213409961685821,4.407793103448276,7.1391187739463575,0.5681609195402298
06:30,3.9862068965517246,8.629348659003828,3.7834406130268206,7.4273754789272015,0.5681992337164752
07:00,4.837739463601533,8.750114942528732,3.557731800766283,8.040114942528735,0.5806513409961686
07:30,5.32260536398468,9.117164750957855,4.094643678160923,8.502298850574713,0.6989272030651339
08:00,5.930842911877391,11.129961685823748,6.1108045977011525,10.342681992337168,0.952222222222222
08:30,6.692911877394635,12.265670498084296,10.58945593869732,13.642145593869735,1.105632183908046
09:00,7.082567049808425,12.824214559386977,15.23906130268199,15.8135632183908,1.1717241379310341
09:30,7.0457854406130265,13.491034482758621,16.855973180076624,17.45304597701149,1.262030651340996
10:00,7.017241379310345,13.440459770114936,17.279927203065142,18.243793103448283,1.366436781609195
10:30,6.885249042145594,13.299463601532567,17.53581609195402,18.715153256704994,1.37639846743295
11:00,6.6957854406130295,13.184061302682,17.62938697318008,18.838256704980857,1.3945593869731796
11:30,6.55344827586207,13.123448275862074,17.558804597701148,18.92429118773946,1.3993103448275865
12:00,6.431992337164751,13.11210727969349,17.500735632183893,18.9434674329502,1.3936398467432949
12:30,6.331992337164747,13.124750957854397,17.437053639846727,19.034367816091937,1.3817241379310348
13:00,6.351532567049808,13.218927203065121,17.375773946360148,18.889521072796942,1.3798467432950188
13:30,6.37911877394636,13.193103448275854,17.24462835249041,19.299501915708806,1.368314176245211
14:00,6.500000000000002,13.091800766283514,17.103252873563218,19.61683908045978,1.3547126436781611
14:30,6.557471264367815,13.115938697318006,16.93778544061303,20.22344827586206,1.3437931034482755
15:00,6.5398467432950165,13.08980842911877,16.90746743295019,20.149329501915716,1.3349425287356318
15:30,6.571072796934865,13.082911877394633,16.901203065134105,19.714310344827574,1.3408429118773946
16:00,6.5124521072796915,13.14597701149425,16.789229885057484,19.46603448275863,1.3239080459770116
16:30,6.2103448275862005,13.177701149425287,16.670068965517245,19.26011494252873,1.3303065134099619
17:00,6.0584291187739465,13.060766283524906,16.523145593869735,18.897049808429113,1.2963218390804598
17:30,4.260153256704981,12.876551724137931,16.02669731800766,18.58469348659004,1.2465134099616855
18:00,3.969731800766283,12.732260536398464,14.808145593869728,17.76842911877395,1.1955172413793103
18:30,3.475862068965517,12.567203065134109,13.194980842911866,16.719444444444452,1.1581609195402296
19:00,3.4243295019157105,12.33180076628353,10.69290421455939,16.2691570881226,1.0758237547892724
19:30,3.4032567049808438,11.96858237547893,8.884961685823763,15.910900383141765,1.0541379310344827
20:00,3.3536398467432926,10.945900383141758,7.627532567049813,15.514674329501913,0.9430268199233718
20:30,3.3429118773946356,9.39570881226053,6.254992337164745,15.090593869731801,0.6644827586206896
21:00,3.3045977011494267,8.626130268199239,5.478693486590037,14.388141762452113,0.45540229885057476
21:30,3.2632183908045973,8.113639846743293,4.8532911877394636,12.935632183908046,0.3957854406130268
22:00,3.234291187739464,7.6417624521072804,4.3374176245210725,11.467605363984678,0.3828735632183908
22:30,3.229693486590036,7.21984674329502,4.1927164750957875,9.847452107279691,0.380919540229885
23:00,3.226245210727971,7.069961685823757,4.159030651340996,8.734865900383143,0.3838697318007663
23:30,3.225095785440611,7.071954022988504,3.9545555555555536,7.993180076628353,0.38697318007662834
